statement_job_id,parent_job_id,statement_type,start_time,end_time,duration_sec,total_bytes_processed,total_bytes_billed,total_slot_ms,error_message
acme-analytics-prod:EU.job_20260612021635_001808_999bc7,acme-analytics-prod:EU.job_20260612021634_001806_6716a4,MERGE,2026-06-12 02:16:35,2026-06-12 02:16:36,1,2681156260,2681208832,11813,
acme-analytics-prod:EU.job_20260612021636_001809_3b4bb5,acme-analytics-prod:EU.job_20260612021634_001806_6716a4,DROP_TABLE,2026-06-12 02:16:36,2026-06-12 02:16:36,0,0,10485760,10008,
acme-analytics-prod:EU.job_20260612113312_001837_b7861b,acme-analytics-prod:EU.job_20260612113312_001836_591a29,CREATE_TABLE_AS_SELECT,2026-06-12 11:33:12,2026-06-12 11:33:13,2,41052703334,41052798976,28320,
acme-analytics-prod:EU.job_20260612113313_001838_33838b,acme-analytics-prod:EU.job_20260612113312_001836_591a29,MERGE,2026-06-12 11:33:13,2026-06-12 11:33:14,1,6205641201,6206521344,8724,
acme-analytics-prod:EU.job_20260612113314_001839_091bb0,acme-analytics-prod:EU.job_20260612113312_001836_591a29,DROP_TABLE,2026-06-12 11:33:14,2026-06-12 11:33:16,2,0,10485760,22417,
acme-analytics-prod:EU.job_20260612113330_001842_c851e1,acme-analytics-prod:EU.job_20260612113330_001841_e32534,CREATE_TABLE_AS_SELECT,2026-06-12 11:33:30,2026-06-12 11:33:38,8,98028944301,98029273088,132358,
acme-analytics-prod:EU.job_20260612113338_001843_2f8901,acme-analytics-prod:EU.job_20260612113330_001841_e32534,MERGE,2026-06-12 11:33:38,2026-06-12 11:33:48,10,14818328789,14818476032,70385,
acme-analytics-prod:EU.job_20260612113348_001844_068c84,acme-analytics-prod:EU.job_20260612113330_001841_e32534,DROP_TABLE,2026-06-12 11:33:48,2026-06-12 11:33:56,8,0,10485760,62698,
acme-analytics-prod:EU.job_20260612113421_001851_c15f0d,acme-analytics-prod:EU.job_20260612113421_001850_2296ea,CREATE_TABLE_AS_SELECT,2026-06-12 11:34:21,2026-06-12 11:34:33,12,207692852140,207693545472,170849,
acme-analytics-prod:EU.job_20260612113433_001852_391207,acme-analytics-prod:EU.job_20260612113421_001850_2296ea,MERGE,2026-06-12 11:34:33,2026-06-12 11:34:52,19,31395431137,31396462592,285426,
acme-analytics-prod:EU.job_20260612113452_001853_db486c,acme-analytics-prod:EU.job_20260612113421_001850_2296ea,DROP_TABLE,2026-06-12 11:34:52,2026-06-12 11:35:02,9,0,10485760,74602,
acme-analytics-prod:EU.job_20260612113517_001856_8857aa,acme-analytics-prod:EU.job_20260612113517_001855_8b4fd5,CREATE_TABLE_AS_SELECT,2026-06-12 11:35:17,2026-06-12 11:35:18,1,18324435831,18324914176,13748,
acme-analytics-prod:EU.job_20260612113518_001857_690387,acme-analytics-prod:EU.job_20260612113517_001855_8b4fd5,MERGE,2026-06-12 11:35:18,2026-06-12 11:35:19,1,2769972858,2770337792,11214,
acme-analytics-prod:EU.job_20260612113519_001858_5ec2ad,acme-analytics-prod:EU.job_20260612113517_001855_8b4fd5,DROP_TABLE,2026-06-12 11:35:19,2026-06-12 11:35:20,1,0,10485760,9030,
acme-analytics-prod:EU.job_20260612142102_001874_30dc37,acme-analytics-prod:EU.job_20260612142102_001873_18c7e1,CREATE_TABLE_AS_SELECT,2026-06-12 14:21:02,2026-06-12 14:21:05,3,31215075218,31216107520,63790,
acme-analytics-prod:EU.job_20260612142105_001875_1868d0,acme-analytics-prod:EU.job_20260612142102_001873_18c7e1,MERGE,2026-06-12 14:21:05,2026-06-12 14:21:10,4,4718557881,4718592000,54862,
acme-analytics-prod:EU.job_20260612142110_001876_344c3a,acme-analytics-prod:EU.job_20260612142102_001873_18c7e1,DROP_TABLE,2026-06-12 14:21:10,2026-06-12 14:21:14,4,0,10485760,27330,
acme-analytics-prod:EU.job_20260613021437_001946_0120ec,acme-analytics-prod:EU.job_20260613021437_001945_3cdb21,CREATE_TABLE_AS_SELECT,2026-06-13 02:14:37,2026-06-13 02:14:38,1,32891388661,32891731968,5200,
acme-analytics-prod:EU.job_20260613021438_001947_9e2d78,acme-analytics-prod:EU.job_20260613021437_001945_3cdb21,MERGE,2026-06-13 02:14:38,2026-06-13 02:14:39,1,4971954099,4972347392,14897,
acme-analytics-prod:EU.job_20260613021439_001948_0df431,acme-analytics-prod:EU.job_20260613021437_001945_3cdb21,DROP_TABLE,2026-06-13 02:14:39,2026-06-13 02:14:39,1,0,10485760,10695,
acme-analytics-prod:EU.job_20260613021449_001951_62475f,acme-analytics-prod:EU.job_20260613021449_001950_a690ef,CREATE_TABLE_AS_SELECT,2026-06-13 02:14:49,2026-06-13 02:14:54,5,132005408644,132006281216,67219,
acme-analytics-prod:EU.job_20260613021454_001952_14bf45,acme-analytics-prod:EU.job_20260613021449_001950_a690ef,MERGE,2026-06-13 02:14:54,2026-06-13 02:14:59,5,19954305957,19954401280,79757,
acme-analytics-prod:EU.job_20260613021459_001953_c2e9ff,acme-analytics-prod:EU.job_20260613021449_001950_a690ef,DROP_TABLE,2026-06-13 02:14:59,2026-06-13 02:15:06,6,0,10485760,47420,
acme-analytics-prod:EU.job_20260613021522_001957_f485e3,acme-analytics-prod:EU.job_20260613021522_001956_1d6ed6,CREATE_TABLE_AS_SELECT,2026-06-13 02:15:22,2026-06-13 02:15:57,36,265597538843,265598009344,765461,
acme-analytics-prod:EU.job_20260613021557_001958_6b4505,acme-analytics-prod:EU.job_20260613021522_001956_1d6ed6,MERGE,2026-06-13 02:15:57,2026-06-13 02:16:49,51,40148465173,40148926464,781578,
acme-analytics-prod:EU.job_20260613021649_001959_374f58,acme-analytics-prod:EU.job_20260613021522_001956_1d6ed6,DROP_TABLE,2026-06-13 02:16:49,2026-06-13 02:17:18,29,0,10485760,244627,
acme-analytics-prod:EU.job_20260613021552_001961_e03f68,acme-analytics-prod:EU.job_20260613021552_001960_1f6ac7,CREATE_TABLE_AS_SELECT,2026-06-13 02:15:52,2026-06-13 02:15:53,1,19825194283,19825426432,6990,
acme-analytics-prod:EU.job_20260613021553_001962_8e5582,acme-analytics-prod:EU.job_20260613021552_001960_1f6ac7,MERGE,2026-06-13 02:15:53,2026-06-13 02:15:53,1,2996831694,2997878784,5075,
acme-analytics-prod:EU.job_20260613021553_001963_0d497f,acme-analytics-prod:EU.job_20260613021552_001960_1f6ac7,DROP_TABLE,2026-06-13 02:15:53,2026-06-13 02:15:54,0,0,10485760,3625,
acme-analytics-prod:EU.job_20260614021634_002059_5fb150,acme-analytics-prod:EU.job_20260614021634_002058_32969c,CREATE_TABLE_AS_SELECT,2026-06-14 02:16:34,2026-06-14 02:16:36,2,40012805640,40013660160,10132,
acme-analytics-prod:EU.job_20260614021636_002060_2c01f8,acme-analytics-prod:EU.job_20260614021634_002058_32969c,MERGE,2026-06-14 02:16:36,2026-06-14 02:16:37,1,6048447364,6049234944,14929,
acme-analytics-prod:EU.job_20260614021637_002061_78e773,acme-analytics-prod:EU.job_20260614021634_002058_32969c,DROP_TABLE,2026-06-14 02:16:37,2026-06-14 02:16:38,1,0,10485760,24352,
acme-analytics-prod:EU.job_20260614021653_002064_50f428,acme-analytics-prod:EU.job_20260614021653_002063_d739c2,CREATE_TABLE_AS_SELECT,2026-06-14 02:16:53,2026-06-14 02:17:03,10,97344442135,97344552960,222594,
acme-analytics-prod:EU.job_20260614021703_002065_2714d3,acme-analytics-prod:EU.job_20260614021653_002063_d739c2,MERGE,2026-06-14 02:17:03,2026-06-14 02:17:10,7,14714857532,14715715584,121054,
acme-analytics-prod:EU.job_20260614021710_002066_631bee,acme-analytics-prod:EU.job_20260614021653_002063_d739c2,DROP_TABLE,2026-06-14 02:17:10,2026-06-14 02:17:25,15,0,10485760,24043,
acme-analytics-prod:EU.job_20260614021731_002070_816115,acme-analytics-prod:EU.job_20260614021731_002069_422b96,CREATE_TABLE_AS_SELECT,2026-06-14 02:17:31,2026-06-14 02:17:43,12,289134700521,289135394816,94945,
acme-analytics-prod:EU.job_20260614021743_002071_2a4f67,acme-analytics-prod:EU.job_20260614021731_002069_422b96,MERGE,2026-06-14 02:17:43,2026-06-14 02:17:59,15,43706408218,43706744832,209852,
acme-analytics-prod:EU.job_20260614021759_002072_f67c18,acme-analytics-prod:EU.job_20260614021731_002069_422b96,DROP_TABLE,2026-06-14 02:17:59,2026-06-14 02:18:21,22,0,10485760,155561,
acme-analytics-prod:EU.job_20260614021846_002074_a8fb92,acme-analytics-prod:EU.job_20260614021846_002073_7435cc,CREATE_TABLE_AS_SELECT,2026-06-14 02:18:46,2026-06-14 02:18:47,1,19358132927,19358810112,21956,
acme-analytics-prod:EU.job_20260614021847_002075_8c64f6,acme-analytics-prod:EU.job_20260614021846_002073_7435cc,MERGE,2026-06-14 02:18:47,2026-06-14 02:18:48,1,2926229396,2926575616,12336,
acme-analytics-prod:EU.job_20260614021848_002076_db6eb3,acme-analytics-prod:EU.job_20260614021846_002073_7435cc,DROP_TABLE,2026-06-14 02:18:48,2026-06-14 02:18:49,1,0,10485760,15438,
acme-analytics-prod:EU.job_20260615021032_002163_b3fcc3,acme-analytics-prod:EU.job_20260615021032_002162_200931,CREATE_TABLE_AS_SELECT,2026-06-15 02:10:32,2026-06-15 02:10:34,2,33023030755,33023852544,19084,
acme-analytics-prod:EU.job_20260615021034_002164_01b39c,acme-analytics-prod:EU.job_20260615021032_002162_200931,MERGE,2026-06-15 02:10:34,2026-06-15 02:10:36,2,4991853486,4992270336,29876,
acme-analytics-prod:EU.job_20260615021036_002165_2c4624,acme-analytics-prod:EU.job_20260615021032_002162_200931,DROP_TABLE,2026-06-15 02:10:36,2026-06-15 02:10:38,2,0,10485760,13046,
acme-analytics-prod:EU.job_20260615021036_002168_c863b7,acme-analytics-prod:EU.job_20260615021036_002167_7b911a,CREATE_TABLE_AS_SELECT,2026-06-15 02:10:36,2026-06-15 02:10:40,4,105064102049,105064169472,30711,
acme-analytics-prod:EU.job_20260615021040_002169_ea6747,acme-analytics-prod:EU.job_20260615021036_002167_7b911a,MERGE,2026-06-15 02:10:40,2026-06-15 02:10:45,5,15881782867,15882780672,27805,
acme-analytics-prod:EU.job_20260615021045_002170_58f5e3,acme-analytics-prod:EU.job_20260615021036_002167_7b911a,DROP_TABLE,2026-06-15 02:10:45,2026-06-15 02:10:52,7,0,10485760,157677,
acme-analytics-prod:EU.job_20260615021109_002173_ecec72,acme-analytics-prod:EU.job_20260615021109_002172_ce56d2,CREATE_TABLE_AS_SELECT,2026-06-15 02:11:09,2026-06-15 02:11:17,8,210699601058,210699812864,122101,
acme-analytics-prod:EU.job_20260615021117_002174_106f4a,acme-analytics-prod:EU.job_20260615021109_002172_ce56d2,MERGE,2026-06-15 02:11:17,2026-06-15 02:11:21,4,31849939694,31850496000,77138,
acme-analytics-prod:EU.job_20260615021121_002175_a49e05,acme-analytics-prod:EU.job_20260615021109_002172_ce56d2,DROP_TABLE,2026-06-15 02:11:21,2026-06-15 02:11:27,6,0,10485760,31511,
acme-analytics-prod:EU.job_20260615021135_002177_c7f177,acme-analytics-prod:EU.job_20260615021135_002176_7b2bee,CREATE_TABLE_AS_SELECT,2026-06-15 02:11:35,2026-06-15 02:11:38,3,18283601203,18284019712,34312,
acme-analytics-prod:EU.job_20260615021138_002178_e3a061,acme-analytics-prod:EU.job_20260615021135_002176_7b2bee,MERGE,2026-06-15 02:11:38,2026-06-15 02:11:40,3,2763800181,2764046336,55447,
acme-analytics-prod:EU.job_20260615021140_002179_817ccc,acme-analytics-prod:EU.job_20260615021135_002176_7b2bee,DROP_TABLE,2026-06-15 02:11:40,2026-06-15 02:11:44,4,0,10485760,49889,
acme-analytics-prod:EU.job_20260615100902_002204_90250c,acme-analytics-prod:EU.job_20260615100902_002203_8c275c,CREATE_TABLE_AS_SELECT,2026-06-15 10:09:02,2026-06-15 10:09:04,2,16600562770,16601055232,19757,
acme-analytics-prod:EU.job_20260615100904_002205_8033ed,acme-analytics-prod:EU.job_20260615100902_002203_8c275c,MERGE,2026-06-15 10:09:04,2026-06-15 10:09:06,2,2509387395,2510290944,4600,
acme-analytics-prod:EU.job_20260615100906_002206_713888,acme-analytics-prod:EU.job_20260615100902_002203_8c275c,DROP_TABLE,2026-06-15 10:09:06,2026-06-15 10:09:09,2,0,10485760,40140,
acme-analytics-prod:EU.job_20260615100944_002215_605f5a,acme-analytics-prod:EU.job_20260615100944_002214_b7c8a2,CREATE_TABLE_AS_SELECT,2026-06-15 10:09:44,2026-06-15 10:09:56,12,226296680951,226297380864,47846,
acme-analytics-prod:EU.job_20260615100956_002216_262120,acme-analytics-prod:EU.job_20260615100944_002214_b7c8a2,MERGE,2026-06-15 10:09:56,2026-06-15 10:10:21,25,34207637818,34207694848,73967,
acme-analytics-prod:EU.job_20260615101021_002217_3f1528,acme-analytics-prod:EU.job_20260615100944_002214_b7c8a2,DROP_TABLE,2026-06-15 10:10:21,2026-06-15 10:10:31,10,0,10485760,36662,
acme-analytics-prod:EU.job_20260615132900_002229_0cf133,acme-analytics-prod:EU.job_20260615132900_002228_0f2deb,CREATE_TABLE_AS_SELECT,2026-06-15 13:29:00,2026-06-15 13:29:01,1,19591867580,19592642560,18296,
acme-analytics-prod:EU.job_20260615132901_002230_72106a,acme-analytics-prod:EU.job_20260615132900_002228_0f2deb,MERGE,2026-06-15 13:29:01,2026-06-15 13:29:02,1,2961561378,2962227200,18283,
acme-analytics-prod:EU.job_20260615132902_002231_f070bf,acme-analytics-prod:EU.job_20260615132900_002228_0f2deb,DROP_TABLE,2026-06-15 13:29:02,2026-06-15 13:29:03,1,0,10485760,20102,
acme-analytics-prod:EU.job_20260615132921_002236_f97aab,acme-analytics-prod:EU.job_20260615132921_002235_96ae62,CREATE_TABLE_AS_SELECT,2026-06-15 13:29:21,2026-06-15 13:29:24,3,32726525485,32727105536,37058,
acme-analytics-prod:EU.job_20260615132924_002237_d60d61,acme-analytics-prod:EU.job_20260615132921_002235_96ae62,MERGE,2026-06-15 13:29:24,2026-06-15 13:29:25,2,4947032922,4947181568,8310,
acme-analytics-prod:EU.job_20260615132925_002238_2e92d8,acme-analytics-prod:EU.job_20260615132921_002235_96ae62,DROP_TABLE,2026-06-15 13:29:25,2026-06-15 13:29:28,3,0,10485760,41741,
acme-analytics-prod:EU.job_20260615133120_002253_dcb9dd,acme-analytics-prod:EU.job_20260615133120_002252_c77bc0,CREATE_TABLE_AS_SELECT,2026-06-15 13:31:20,2026-06-15 13:32:03,43,258883935304,258883977216,461199,
acme-analytics-prod:EU.job_20260615133203_002254_2f5c3f,acme-analytics-prod:EU.job_20260615133120_002252_c77bc0,MERGE,2026-06-15 13:32:03,2026-06-15 13:32:40,37,39133618127,39133904896,811496,
acme-analytics-prod:EU.job_20260615133240_002255_5517ca,acme-analytics-prod:EU.job_20260615133120_002252_c77bc0,DROP_TABLE,2026-06-15 13:32:40,2026-06-15 13:33:21,41,0,10485760,88899,
acme-analytics-prod:EU.job_20260615133224_002258_266fb9,acme-analytics-prod:EU.job_20260615133224_002257_0b5948,CREATE_TABLE_AS_SELECT,2026-06-15 13:32:24,2026-06-15 13:32:28,4,136897366971,136897888256,58916,
acme-analytics-prod:EU.job_20260615133228_002259_0457b8,acme-analytics-prod:EU.job_20260615133224_002257_0b5948,MERGE,2026-06-15 13:32:28,2026-06-15 13:32:34,6,20693788030,20694695936,114155,
acme-analytics-prod:EU.job_20260615133234_002260_3047df,acme-analytics-prod:EU.job_20260615133224_002257_0b5948,DROP_TABLE,2026-06-15 13:32:34,2026-06-15 13:32:38,4,0,10485760,46565,
acme-analytics-prod:EU.job_20260615155706_002278_e9479e,acme-analytics-prod:EU.job_20260615155706_002277_100b02,CREATE_TABLE_AS_SELECT,2026-06-15 15:57:06,2026-06-15 15:57:09,3,203667624430,203668062208,50483,
acme-analytics-prod:EU.job_20260615155709_002279_988cf3,acme-analytics-prod:EU.job_20260615155706_002277_100b02,MERGE,2026-06-15 15:57:09,2026-06-15 15:57:10,1,30786966483,30787239936,8036,
acme-analytics-prod:EU.job_20260615155710_002280_6dc9d6,acme-analytics-prod:EU.job_20260615155706_002277_100b02,DROP_TABLE,2026-06-15 15:57:10,2026-06-15 15:57:12,2,0,10485760,17327,
acme-analytics-prod:EU.job_20260615155836_002292_d9b2c1,acme-analytics-prod:EU.job_20260615155836_002291_98d638,CREATE_TABLE_AS_SELECT,2026-06-15 15:58:36,2026-06-15 15:58:37,0,19146060507,19146997760,3934,
acme-analytics-prod:EU.job_20260615155837_002293_64f0ea,acme-analytics-prod:EU.job_20260615155836_002291_98d638,MERGE,2026-06-15 15:58:37,2026-06-15 15:58:37,0,2894171937,2895118336,1533,
acme-analytics-prod:EU.job_20260615155837_002294_9feec0,acme-analytics-prod:EU.job_20260615155836_002291_98d638,DROP_TABLE,2026-06-15 15:58:37,2026-06-15 15:58:38,0,0,10485760,7540,
acme-analytics-prod:EU.job_20260616020539_002374_bde3e4,acme-analytics-prod:EU.job_20260616020539_002373_62697d,CREATE_TABLE_AS_SELECT,2026-06-16 02:05:39,2026-06-16 02:05:43,4,40497490668,40498102272,24289,
acme-analytics-prod:EU.job_20260616020543_002375_cd86a0,acme-analytics-prod:EU.job_20260616020539_002373_62697d,MERGE,2026-06-16 02:05:43,2026-06-16 02:05:45,2,6121713705,6122635264,38215,
acme-analytics-prod:EU.job_20260616020545_002376_521dc0,acme-analytics-prod:EU.job_20260616020539_002373_62697d,DROP_TABLE,2026-06-16 02:05:45,2026-06-16 02:05:47,2,0,10485760,13105,
acme-analytics-prod:EU.job_20260616020551_002379_82bad5,acme-analytics-prod:EU.job_20260616020551_002378_afbb37,CREATE_TABLE_AS_SELECT,2026-06-16 02:05:51,2026-06-16 02:05:59,8,119646311292,119646715904,149638,
acme-analytics-prod:EU.job_20260616020559_002380_56143f,acme-analytics-prod:EU.job_20260616020551_002378_afbb37,MERGE,2026-06-16 02:05:59,2026-06-16 02:06:05,6,18086070311,18086887424,95193,
acme-analytics-prod:EU.job_20260616020605_002381_8759a3,acme-analytics-prod:EU.job_20260616020551_002378_afbb37,DROP_TABLE,2026-06-16 02:06:05,2026-06-16 02:06:12,7,0,10485760,20598,
acme-analytics-prod:EU.job_20260616020613_002384_775c74,acme-analytics-prod:EU.job_20260616020613_002383_60240d,CREATE_TABLE_AS_SELECT,2026-06-16 02:06:13,2026-06-16 02:06:13,1,16596651557,16596860928,11668,
acme-analytics-prod:EU.job_20260616020613_002385_174046,acme-analytics-prod:EU.job_20260616020613_002383_60240d,MERGE,2026-06-16 02:06:13,2026-06-16 02:06:14,1,2508796165,2509242368,6070,
acme-analytics-prod:EU.job_20260616020614_002386_315b1a,acme-analytics-prod:EU.job_20260616020613_002383_60240d,DROP_TABLE,2026-06-16 02:06:14,2026-06-16 02:06:15,1,0,10485760,13308,
acme-analytics-prod:EU.job_20260616110727_002418_caa752,acme-analytics-prod:EU.job_20260616110727_002417_6a35d9,CREATE_TABLE_AS_SELECT,2026-06-16 11:07:27,2026-06-16 11:07:29,2,16282808465,16283336704,24342,
acme-analytics-prod:EU.job_20260616110729_002419_135676,acme-analytics-prod:EU.job_20260616110727_002417_6a35d9,MERGE,2026-06-16 11:07:29,2026-06-16 11:07:31,2,2461354768,2462056448,15316,
acme-analytics-prod:EU.job_20260616110731_002420_167cd1,acme-analytics-prod:EU.job_20260616110727_002417_6a35d9,DROP_TABLE,2026-06-16 11:07:31,2026-06-16 11:07:33,2,0,10485760,24578,
acme-analytics-prod:EU.job_20260616110803_002426_c7434d,acme-analytics-prod:EU.job_20260616110803_002425_fab851,CREATE_TABLE_AS_SELECT,2026-06-16 11:08:03,2026-06-16 11:08:05,2,36066848601,36067868672,21023,
acme-analytics-prod:EU.job_20260616110805_002427_dc0f74,acme-analytics-prod:EU.job_20260616110803_002425_fab851,MERGE,2026-06-16 11:08:05,2026-06-16 11:08:07,2,5451965486,5452595200,31379,
acme-analytics-prod:EU.job_20260616110807_002428_ae403e,acme-analytics-prod:EU.job_20260616110803_002425_fab851,DROP_TABLE,2026-06-16 11:08:07,2026-06-16 11:08:11,4,0,10485760,20921,
acme-analytics-prod:EU.job_20260616121002_002444_b83f9d,acme-analytics-prod:EU.job_20260616121002_002443_85e650,CREATE_TABLE_AS_SELECT,2026-06-16 12:10:02,2026-06-16 12:10:12,10,116340695842,116341604352,150555,
acme-analytics-prod:EU.job_20260616121012_002445_56e650,acme-analytics-prod:EU.job_20260616121002_002443_85e650,MERGE,2026-06-16 12:10:12,2026-06-16 12:10:23,11,17586384255,17586716672,64910,
acme-analytics-prod:EU.job_20260616121023_002446_edc3df,acme-analytics-prod:EU.job_20260616121002_002443_85e650,DROP_TABLE,2026-06-16 12:10:23,2026-06-16 12:10:36,13,0,10485760,232669,
acme-analytics-prod:EU.job_20260616121356_002462_195eb1,acme-analytics-prod:EU.job_20260616121356_002461_2ff252,CREATE_TABLE_AS_SELECT,2026-06-16 12:13:56,2026-06-16 12:13:57,1,43097516120,43097522176,17564,
acme-analytics-prod:EU.job_20260616121357_002463_1e3a79,acme-analytics-prod:EU.job_20260616121356_002461_2ff252,MERGE,2026-06-16 12:13:57,2026-06-16 12:13:58,1,6514740808,6514802688,27654,
acme-analytics-prod:EU.job_20260616121358_002464_8b914c,acme-analytics-prod:EU.job_20260616121356_002461_2ff252,DROP_TABLE,2026-06-16 12:13:58,2026-06-16 12:14:00,2,0,10485760,4231,
acme-analytics-prod:EU.job_20260616160419_002479_cc4294,acme-analytics-prod:EU.job_20260616160419_002478_098652,CREATE_TABLE_AS_SELECT,2026-06-16 16:04:19,2026-06-16 16:04:20,1,16656950155,16657678336,13088,
acme-analytics-prod:EU.job_20260616160420_002480_85a184,acme-analytics-prod:EU.job_20260616160419_002478_098652,MERGE,2026-06-16 16:04:20,2026-06-16 16:04:21,1,2517911069,2518679552,12170,
acme-analytics-prod:EU.job_20260616160421_002481_cc15a3,acme-analytics-prod:EU.job_20260616160419_002478_098652,DROP_TABLE,2026-06-16 16:04:21,2026-06-16 16:04:21,0,0,10485760,8190,
acme-analytics-prod:EU.job_20260616160435_002486_6a39eb,acme-analytics-prod:EU.job_20260616160435_002485_ee31c7,CREATE_TABLE_AS_SELECT,2026-06-16 16:04:35,2026-06-16 16:04:38,3,31588524746,31589400576,6419,
acme-analytics-prod:EU.job_20260616160438_002487_53792c,acme-analytics-prod:EU.job_20260616160435_002485_ee31c7,MERGE,2026-06-16 16:04:38,2026-06-16 16:04:40,2,4775009554,4775215104,18292,
acme-analytics-prod:EU.job_20260616160440_002488_8be8b3,acme-analytics-prod:EU.job_20260616160435_002485_ee31c7,DROP_TABLE,2026-06-16 16:04:40,2026-06-16 16:04:45,5,0,10485760,88095,
acme-analytics-prod:EU.job_20260616160515_002499_af2c39,acme-analytics-prod:EU.job_20260616160515_002498_6100cf,CREATE_TABLE_AS_SELECT,2026-06-16 16:05:15,2026-06-16 16:05:17,1,125863632069,125863723008,9747,
acme-analytics-prod:EU.job_20260616160517_002500_3502b1,acme-analytics-prod:EU.job_20260616160515_002498_6100cf,MERGE,2026-06-16 16:05:17,2026-06-16 16:05:18,1,19025897870,19026411520,3057,
acme-analytics-prod:EU.job_20260616160518_002501_59c2fe,acme-analytics-prod:EU.job_20260616160515_002498_6100cf,DROP_TABLE,2026-06-16 16:05:18,2026-06-16 16:05:19,1,0,10485760,4289,
acme-analytics-prod:EU.job_20260616160624_002506_f2fb46,acme-analytics-prod:EU.job_20260616160624_002505_2acaa3,CREATE_TABLE_AS_SELECT,2026-06-16 16:06:24,2026-06-16 16:06:32,8,286958798576,286959599616,130300,
acme-analytics-prod:EU.job_20260616160632_002507_3f1b74,acme-analytics-prod:EU.job_20260616160624_002505_2acaa3,MERGE,2026-06-16 16:06:32,2026-06-16 16:06:39,7,43377492808,43378540544,62451,
acme-analytics-prod:EU.job_20260616160639_002508_e6ae80,acme-analytics-prod:EU.job_20260616160624_002505_2acaa3,DROP_TABLE,2026-06-16 16:06:39,2026-06-16 16:06:46,8,0,10485760,29712,
acme-analytics-prod:EU.job_20260617021734_002558_29f0eb,acme-analytics-prod:EU.job_20260617021734_002557_d085e5,CREATE_TABLE_AS_SELECT,2026-06-17 02:17:34,2026-06-17 02:17:35,1,40747703203,40748711936,6370,
acme-analytics-prod:EU.job_20260617021735_002559_28d854,acme-analytics-prod:EU.job_20260617021734_002557_d085e5,MERGE,2026-06-17 02:17:35,2026-06-17 02:17:36,2,6159536530,6160384000,15160,
acme-analytics-prod:EU.job_20260617021736_002560_6578fd,acme-analytics-prod:EU.job_20260617021734_002557_d085e5,DROP_TABLE,2026-06-17 02:17:36,2026-06-17 02:17:37,1,0,10485760,6450,
acme-analytics-prod:EU.job_20260617021752_002563_ca313c,acme-analytics-prod:EU.job_20260617021752_002562_1fc50f,CREATE_TABLE_AS_SELECT,2026-06-17 02:17:52,2026-06-17 02:17:56,4,112550599496,112551002112,6659,
acme-analytics-prod:EU.job_20260617021756_002564_5d84f8,acme-analytics-prod:EU.job_20260617021752_002562_1fc50f,MERGE,2026-06-17 02:17:56,2026-06-17 02:18:04,9,17013462714,17014194176,114462,
acme-analytics-prod:EU.job_20260617021804_002565_a5ea2f,acme-analytics-prod:EU.job_20260617021752_002562_1fc50f,DROP_TABLE,2026-06-17 02:18:04,2026-06-17 02:18:10,6,0,10485760,31201,
acme-analytics-prod:EU.job_20260617021810_002568_4e63bc,acme-analytics-prod:EU.job_20260617021810_002567_da2540,CREATE_TABLE_AS_SELECT,2026-06-17 02:18:10,2026-06-17 02:18:23,13,259093843317,259094740992,74366,
acme-analytics-prod:EU.job_20260617021823_002569_7e1654,acme-analytics-prod:EU.job_20260617021810_002567_da2540,MERGE,2026-06-17 02:18:23,2026-06-17 02:18:40,16,39165348408,39165362176,212780,
acme-analytics-prod:EU.job_20260617021840_002570_b827ed,acme-analytics-prod:EU.job_20260617021810_002567_da2540,DROP_TABLE,2026-06-17 02:18:40,2026-06-17 02:18:53,13,0,10485760,48626,
acme-analytics-prod:EU.job_20260617021837_002572_6b3295,acme-analytics-prod:EU.job_20260617021837_002571_56e15f,CREATE_TABLE_AS_SELECT,2026-06-17 02:18:37,2026-06-17 02:18:38,1,15937919378,15938355200,17979,
acme-analytics-prod:EU.job_20260617021838_002573_9bb96c,acme-analytics-prod:EU.job_20260617021837_002571_56e15f,MERGE,2026-06-17 02:18:38,2026-06-17 02:18:39,1,2409220371,2409627648,16457,
acme-analytics-prod:EU.job_20260617021839_002574_3b65ce,acme-analytics-prod:EU.job_20260617021837_002571_56e15f,DROP_TABLE,2026-06-17 02:18:39,2026-06-17 02:18:39,1,0,10485760,2182,
acme-analytics-prod:EU.job_20260617115520_002605_12aad8,acme-analytics-prod:EU.job_20260617115520_002604_f5080d,CREATE_TABLE_AS_SELECT,2026-06-17 11:55:20,2026-06-17 11:55:21,0,18317160615,18317574144,7505,
acme-analytics-prod:EU.job_20260617115521_002606_83c1e8,acme-analytics-prod:EU.job_20260617115520_002604_f5080d,MERGE,2026-06-17 11:55:21,2026-06-17 11:55:21,1,2768873116,2769289216,8439,
acme-analytics-prod:EU.job_20260617115521_002607_25726b,acme-analytics-prod:EU.job_20260617115520_002604_f5080d,DROP_TABLE,2026-06-17 11:55:21,2026-06-17 11:55:22,0,0,10485760,775,
acme-analytics-prod:EU.job_20260617115527_002609_d109dd,acme-analytics-prod:EU.job_20260617115527_002608_c76dbe,CREATE_TABLE_AS_SELECT,2026-06-17 11:55:27,2026-06-17 11:55:30,4,103363385373,103364427776,36450,
acme-analytics-prod:EU.job_20260617115530_002610_dcae78,acme-analytics-prod:EU.job_20260617115527_002608_c76dbe,MERGE,2026-06-17 11:55:30,2026-06-17 11:55:33,3,15624697788,15624830976,44697,
